chroma_stft_mean_1,chroma_stft_mean_2,chroma_stft_mean_3,chroma_stft_mean_4,chroma_stft_mean_5,chroma_stft_mean_6,chroma_stft_mean_7,chroma_stft_mean_8,chroma_stft_mean_9,chroma_stft_mean_10,chroma_stft_mean_11,chroma_stft_mean_12,chroma_stft_std_1,chroma_stft_std_2,chroma_stft_std_3,chroma_stft_std_4,chroma_stft_std_5,chroma_stft_std_6,chroma_stft_std_7,chroma_stft_std_8,chroma_stft_std_9,chroma_stft_std_10,chroma_stft_std_11,chroma_stft_std_12,chroma_cqt_mean_1,chroma_cqt_mean_2,chroma_cqt_mean_3,chroma_cqt_mean_4,chroma_cqt_mean_5,chroma_cqt_mean_6,chroma_cqt_mean_7,chroma_cqt_mean_8,chroma_cqt_mean_9,chroma_cqt_mean_10,chroma_cqt_mean_11,chroma_cqt_mean_12,chroma_cqt_std_1,chroma_cqt_std_2,chroma_cqt_std_3,chroma_cqt_std_4,chroma_cqt_std_5,chroma_cqt_std_6,chroma_cqt_std_7,chroma_cqt_std_8,chroma_cqt_std_9,chroma_cqt_std_10,chroma_cqt_std_11,chroma_cqt_std_12,spectral_bandwidth_mean_1,spectral_bandwidth_std_1,spectral_contrast_mean_1,spectral_contrast_mean_2,spectral_contrast_mean_3,spectral_contrast_mean_4,spectral_contrast_mean_5,spectral_contrast_mean_6,spectral_contrast_mean_7,spectral_contrast_std_1,spectral_contrast_std_2,spectral_contrast_std_3,spectral_contrast_std_4,spectral_contrast_std_5,spectral_contrast_std_6,spectral_contrast_std_7,spectral_rolloff_mean_1,spectral_rolloff_std_1,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,Target
0.3733655534526809,0.22515230735289932,0.21392648820578136,0.21811550184831985,0.35095208167622294,0.24246757776275346,0.3157957475574492,0.5615229879200487,0.2877862285107707,0.25394156918627014,0.1957368394430278,0.2751823485849205,0.37065869638176724,0.17336352258224777,0.19807365231947446,0.2172979110027869,0.3692401892694458,0.2680940289550019,0.2542376453159595,0.42193719286551634,0.2645239017314703,0.25242472256118326,0.21288811858208911,0.2433296846996095,0.6560038573159805,0.4722117635471434,0.3437561405983221,0.2885330767714787,0.26851544656910986,0.2965027102727553,0.4887967554289145,0.6225413590160104,0.4610971906049629,0.29055589642295854,0.23560399174556593,0.3083350120895163,0.3667164351966943,0.2100067700789796,0.16372328720455426,0.1671079313557733,0.18651077344260628,0.19308679449369184,0.3059618227572162,0.3746326255874341,0.301123247183567,0.2344962943453621,0.1784848109474309,0.17420557433093853,3697.0380052339233,348.60161765723456,21.049362909960042,18.7287315736456,23.0687827992778,20.85395527767777,21.08279389835169,19.485229606825648,17.961290322533067,5.594711883185642,4.508249800040942,4.916943632541091,3.385211989570453,3.866268761471605,3.537622960058599,2.6203970508275174,8715.64678485577,1544.802999887135,-134.3003951346491,53.68667787092311,33.7886718536915,18.019198170689506,21.7633830389184,-1.4771177563040907,13.048917512241031,-15.533136795550154,5.306312020113867,-0.23707853121228492,-6.990210551078863,-5.926240997409156,64.87889775554477,17.084242304372044,16.206213390692486,23.788287232574955,10.329084513512672,15.051394201884584,13.105910365473425,13.720362211339083,12.049095514920197,15.839974081371068,10.175043242609112,7.462312541134846,pop
0.4646718319905364,0.4076430428120847,0.3633321626541277,0.44945224110547,0.43956414600530946,0.4572259096408123,0.4215529114057008,0.5053304979530443,0.5378744186471507,0.4196608948850431,0.33581239225981696,0.3279369556778264,0.3471727156371155,0.30807813712770793,0.2905918065833286,0.32967171283277186,0.29753456617575913,0.3375826892991746,0.29819924446160007,0.33310426426352213,0.353507135397915,0.33149780735643064,0.29707371375621144,0.28218353014394065,0.48518180929809734,0.47436458023993916,0.5230454539408743,0.5574625345936559,0.6164755542263367,0.6875575853563591,0.6519107323550919,0.6308097376281381,0.5567364296716507,0.4617620901585242,0.36856952496490175,0.3333773984988483,0.2427350967421265,0.25615715895046653,0.25875739118588814,0.25327583274214527,0.24553051006119989,0.2690278101696629,0.21643214061210742,0.3130071691944687,0.30008723081811917,0.28649584934587685,0.2594049668442252,0.21955116524037233,3595.6554588600607,453.4056121995148,17.75070976826503,17.557585167491098,19.430493524753526,20.90210646348618,20.014697168874996,18.948355167334412,15.984445821137346,5.248077266161886,5.885930502306128,5.822686848354817,5.425755780644002,4.979309596325188,4.8493729222062845,2.0559537026889148,8349.333871694711,2088.0124440281616,-87.87107361175806,43.74724273502469,52.11762016784637,15.556609000047333,21.88051502186897,1.3499747689310806,15.312635983243874,12.608343274571045,8.255691873276863,7.572232173493575,-2.7805777585027864,4.0071222688805115,76.29792818307477,40.30449075979048,31.9933776660265,23.014561840602077,19.55848418713885,22.506618353473385,21.774415622332118,15.541580692589509,14.722353128261183,11.27837798653605,11.651133059930354,11.68172540409234,pop
0.43649679166260713,0.43085480923315805,0.5342887746795992,0.37447180836193167,0.30716784152924764,0.35817454857974595,0.40252518878802274,0.5278857685046213,0.4719067124197565,0.5771587637680503,0.6552790222728555,0.47932109874438183,0.32800144727067265,0.2729650903628483,0.29493395623583224,0.22594330070359034,0.2071547630252937,0.25442516189082426,0.2611410260712731,0.314443965683478,0.24821237171813623,0.28002984730170355,0.27737280019223465,0.2739174625011723,0.48400142700146787,0.5125034608191671,0.5215909416690979,0.4521276581517277,0.4038949291528142,0.4522399833780532,0.6159145666154437,0.7959584100130911,0.7015299158706007,0.6473378141315334,0.6294001815028115,0.4635234726070511,0.2767149349969929,0.25909106687447336,0.19004368108860997,0.24031745926974504,0.226850751846741,0.2304614275713581,0.19373831211068987,0.25549575023375765,0.21366258173458666,0.27009365772180316,0.26518209763316614,0.23826598730888915,3273.9912587594536,337.28008134000817,22.50181146341673,17.93444443467846,18.014337331591783,16.40963061506089,16.018216995874003,14.991634312011286,14.873726343595168,4.437123295848598,4.857076136465629,4.382546420202497,3.2949258556964782,2.5797703275232853,1.9824466080040475,1.8302478151233759,7304.228140024038,1725.3963369445717,-80.94623728359214,62.857484208008145,39.9140578513663,21.498633374728794,9.109523928496957,12.1665389618202,9.709221422567564,5.226595199219645,8.288640134227112,7.956401091725808,3.8116620214416277,4.482424253883867,59.513509786177906,26.389892749239806,14.242175972910452,10.64767193830825,10.154179273799272,11.64193563033526,9.823838570585638,8.312122576466454,7.932527532165109,7.20785879253734,5.7446716113360905,7.4960509954979475,pop
0.3052799745271209,0.22110366695956493,0.3649387531360567,0.28369403959635825,0.33178129085667835,0.4721885031296209,0.3838148157159648,0.5624138604827997,0.3209894401865416,0.3748605278006407,0.31082578035496905,0.3438552569236616,0.26534132866587445,0.16395491766149473,0.29355240229308516,0.255724363702303,0.26326771316182823,0.3636465045772266,0.28244270467788085,0.32183837041465174,0.2147886119389965,0.3572549771749194,0.29530029516322426,0.29812898491608,0.4711228095855296,0.4069695485396486,0.44351561781631155,0.3462968376166384,0.41390576146055547,0.6781020482698923,0.6294431804453366,0.5958912044132504,0.48489534157512426,0.4801166779718581,0.5160837962519265,0.4998859090820956,0.2469811427853,0.19456170501222567,0.1989886900521929,0.16924252758601235,0.1281895278842693,0.3306701768393599,0.16285834226690682,0.2652832906840169,0.2064357863744807,0.23916289330693205,0.27796803486318933,0.2845631508018175,2532.2027989203684,562.1133949211141,23.783935862141703,16.543048575287052,19.83086042724129,20.750390205953163,21.749868831741427,25.103632374727784,18.18305208523367,5.240584212750162,4.246822100068695,3.8204656288705237,4.506978345966364,3.709878931526142,4.660799849555247,3.1186384256701474,4618.126690204327,2017.6013762112696,-127.05671862571332,102.27455315999474,-14.822606010789084,18.301712452996608,22.976747037882763,-7.372043648471951,15.142201155369266,-8.621049492382525,3.23685532247649,6.481063108677221,-9.784560131737539,0.25224721645749315,46.55771679648652,31.018737131333847,23.987724779045454,20.806147886105194,13.082616814251404,13.01950380261125,10.191417428901248,13.02074224251023,8.142577982557599,8.428248221548909,8.25035785141999,7.0598723633412295,pop
0.4902813835582961,0.4058786673971196,0.47701034636535344,0.2993498288706118,0.2199550860431239,0.26093920354056677,0.450136785893644,0.5787729572833733,0.36361903390985273,0.33389311241650443,0.3655004834554759,0.49504300197803974,0.3034076106546741,0.24950681552068105,0.3282985283199012,0.22635687199661525,0.21193074873439935,0.22596978508725044,0.26339160477949936,0.353259968189837,0.2492128022765175,0.2683402887257123,0.266489928157702,0.3182415132642894,0.614782013265308,0.500275625955734,0.5049786977761741,0.38109268267196034,0.2660131088940194,0.2972773048092584,0.5958107868459248,0.8252196950630345,0.5589228759439031,0.41549842737454795,0.46573537829326495,0.5528053105804218,0.3230270292912797,0.16721435273734353,0.22724336253011643,0.1624104894161907,0.17037750665141746,0.1995283093799417,0.18879830688330834,0.19288906356434635,0.1755233447628113,0.24067326654844756,0.3046028035968184,0.25580424843672445,2826.662129663125,425.08400218786744,24.41067533318133,15.512461432015733,19.571223529895338,20.15300809023091,18.478406134889727,18.18987731829055,16.16379008196412,4.580131548846963,3.9966712287263784,3.8930212759884975,3.987100693772852,3.275924720381065,2.8521702739600494,1.8029983649866415,5579.749849759615,1791.6459459570847,-57.95737652176809,88.76854759569751,14.632672693628226,26.098572615087328,14.540152295294657,2.328898608243405,7.535835720212248,8.372512579030586,9.339093511472692,3.5624270068890707,-5.000193161920038,-2.3937494389686846,33.42584197232655,26.91945409822468,22.150666163212463,11.946893610268324,9.88640938461509,14.039323672343835,10.547870239396037,7.20991264271929,7.440946019007415,7.858841959986137,6.95558939088749,6.151866246117198,pop
0.3625315259237674,0.5247600670847016,0.22598462893903898,0.07720713025068113,0.07798052218283356,0.1551327008982779,0.30840895323258266,0.23003798437306644,0.29301926699514275,0.26617081982990143,0.4814323325602521,0.5998382134109262,0.22383740454884615,0.42664911079028345,0.24390523037961404,0.152113715657768,0.1551080802440144,0.17485071692376558,0.25796932465376604,0.21578939749157658,0.34282024091720914,0.2348148178045583,0.293176404372159,0.36311766462976725,0.4401678647784646,0.47974423060037236,0.321814248387344,0.14657704858239728,0.14930821643727502,0.22878137259309642,0.34016171113082017,0.3891783807534056,0.40601902666666395,0.4129259652904873,0.6722273367990762,0.6958642609836933,0.18882723459218168,0.3078636191407747,0.2190957746606445,0.15968924283297525,0.12555353057702207,0.15484547508587115,0.22069968144233604,0.2499936266142744,0.3586998833424544,0.2521400796405338,0.2655458231243343,0.28114874568555775,2541.6248976025395,533.8200429054908,25.172349021077604,20.279446760400585,21.33614936407255,20.14799793761156,19.090297174802444,20.423922292857593,17.908344678239594,5.755846982239207,4.726880211267743,4.561621763354333,3.282680150700062,3.1428201309245045,3.736819424626344,2.914338509464275,4404.451059194712,2431.494154083025,-313.63749129513764,86.32092621990142,36.929401769736515,33.456523421603784,8.961358063642779,4.895638119300548,-8.874048150363866,-4.341902239892716,-4.414072611664131,-10.459919446317658,-14.613825234217428,-15.291193205829229,61.20641365767607,42.359120463477296,23.58394923620548,17.15789036556065,9.369895921572065,11.53595896705936,10.348573549615297,12.170490274422681,11.706219843534198,14.593026741194755,8.6345404525652,8.155738845743258,pop
0.40715352538213434,0.2897344833478156,0.1763236971710983,0.11852699518192178,0.25008563317807514,0.5738141893111965,0.39413288301885974,0.45220546963826574,0.255336209768229,0.15515721310234226,0.14947082620247967,0.3249545454120094,0.38126627058565093,0.30993538374456586,0.21337518189525717,0.13003633219834698,0.15580569485174214,0.42456434803473186,0.1790608205192864,0.3658955779922914,0.22063940400858592,0.2273202970325055,0.184087363342848,0.2697784057217136,0.5877230602689525,0.3946229682409624,0.1879471522243754,0.1529596299697619,0.36094272595461013,0.5914524663055625,0.44807377354297456,0.3540539508520429,0.25611043306256015,0.1686664014171102,0.21074286039874918,0.37434056414300365,0.41715510849459697,0.2709933080115706,0.1485204264343774,0.10234331480964402,0.19791675195887298,0.416388115696483,0.18402961099629003,0.16265671931622971,0.12129756557404428,0.13588558226009306,0.12935012791525477,0.16247677396360616,2483.1503326606016,349.03589491545483,24.682469732473265,14.343996947808,17.693896409737206,19.81225794020566,19.038997371297892,19.375196799150814,15.808641203999532,5.068180663149393,4.634718959773333,4.164994869861255,3.7219164487751777,4.038492522932623,2.7762943187379325,1.5417377340605902,4259.598858173077,1349.7227847531508,-246.7193449326224,101.03313749630775,6.908049217539018,15.396953598935815,6.489664626010445,11.113027623471742,6.550417563211342,14.543105914391214,13.247732934694202,10.10024360180964,3.406727605340033,-3.8487168468090003,80.77583884396253,15.956615367899103,20.375161875123688,17.24262863947632,9.193929731894537,12.21442941400418,11.850288005441454,5.047416921532849,4.803143928802393,7.851332772033645,9.573882393237014,7.850668755666883,pop
0.1408610483617379,0.256420567237534,0.46917549753231136,0.22678972803485747,0.15204363392501036,0.26842644199866494,0.20736557762828658,0.26837609601296497,0.229549479654748,0.33387463625426916,0.5394028308863175,0.26246952510149874,0.17690009559525843,0.24703437663880096,0.38608721262257906,0.24925493968596435,0.20544309898936955,0.2832713862625047,0.1920761864177203,0.3348240126596924,0.2627648071046777,0.2929572123364441,0.37150820400787204,0.2360746740303448,0.30609937133457576,0.4346225279379477,0.5303728133757984,0.45038791399013683,0.37858117668301733,0.37897747340362886,0.3975555981066293,0.4173211521551596,0.6117417898291262,0.8466445713778964,0.8000120340760928,0.43769863391090247,0.21048780795552222,0.22411491787566165,0.23069227333108738,0.2227367330519592,0.18613085255165854,0.19921069741659442,0.1747726449845664,0.1837758216612755,0.22949440265030246,0.1998994083684583,0.19689959463549975,0.23475499002900427,2263.1641599241607,481.50919046911065,18.594593593134086,16.982818271382005,24.87964174805214,25.966862009787906,26.25699248695232,27.674401699409344,20.704308550416847,5.022433908234654,4.767077594674097,4.350791260469104,3.6995442712873468,4.617939945597099,5.916348044125686,4.246464085968149,3785.123009314904,1509.9201677146607,-174.06541576906244,86.13389262382164,-7.139486395923856,28.17100116287596,18.24814885708592,-9.535909805358443,11.286957586057046,12.594828859722767,5.959247734702708,4.624562817712424,-2.085689404464925,2.525316937834025,45.280248371264435,35.757212833343644,26.1314539723488,18.80798232722119,12.834689979626692,18.54344453704758,11.462895405746407,12.029766838528131,8.122089099700917,18.463146129119643,8.567084095599398,9.004504144182523,pop
0.24832568825586246,0.3693515208457722,0.4658021295147313,0.7085453561706355,0.46113258526664813,0.36772566056193506,0.45993843812958785,0.5270276794577978,0.5788439518366351,0.4469877341927986,0.36696122640165335,0.27076167686150643,0.1813428015327421,0.3003430323778653,0.24057943919156347,0.2748773621138601,0.21923224419362064,0.3175390658631813,0.3675273036065487,0.34168031937670534,0.32239904420337345,0.24134572828711484,0.2400365427539956,0.2026880229735625,0.2819298551761064,0.2993081179668567,0.3578997035596852,0.41106895220513545,0.3109158323417203,0.43328382133670545,0.6488200466795466,0.6769160703106446,0.6302068433512434,0.4449120282917147,0.309114524065705,0.24868215646042224,0.18867811640581156,0.15345346566106222,0.2300106832040573,0.2668808804792303,0.18796208844518178,0.20840083278737784,0.3477914309415351,0.16901093155051464,0.3819702557449413,0.26520298195560366,0.2250167085671971,0.16881044562496827,3129.526127976867,473.99122696295984,20.6680494753488,17.20388355237978,18.685213471433908,19.457825227489526,19.638543121113003,18.13419983585716,16.652677123322793,4.865407137826618,5.109393425944775,4.88156603029617,4.346522016931773,4.2161665098612175,3.1523131378898963,2.1656259687187016,6260.77880859375,2014.4805515955657,-120.45697766775595,82.84984348842802,49.69693557528395,30.16374915515298,28.045698521693367,15.979052713914648,5.270469369353617,7.436442218539628,3.542257622175941,8.612439784052356,-2.261576895901032,-6.652762334574774,47.24418429354057,25.42678750097304,20.450968776639186,13.01435731142125,11.450532566578417,9.642152155710672,7.325053054743221,7.707695976727898,6.038183443194123,6.118415757421427,8.229950697648995,8.458279519170116,pop
0.34857516374361175,0.48403550260563794,0.3909631997925967,0.4359666506910385,0.4829165273114964,0.4266960605779101,0.6020900087302752,0.478037891177992,0.3463677671642777,0.3415409900745226,0.36809179640497425,0.37285563269341826,0.24784707675055376,0.34552297636210905,0.2732525335478733,0.29513207948851605,0.32510431567987813,0.24849940135717002,0.306794452148821,0.3087727222553655,0.27731642752874397,0.2729636855923734,0.24950793676687189,0.23418525173580262,0.6399673587316442,0.6890668730410766,0.6741264884647323,0.6642691314890453,0.6992866246915308,0.6986207513181893,0.787415595882931,0.7116643784302552,0.5752991446386753,0.5312006799181315,0.6096861940529664,0.6398067000820264,0.1935826784462485,0.19682374610826942,0.19077756180046584,0.22461970488703598,0.21915581929407035,0.20103006638133206,0.20360027159041136,0.1842793476355435,0.19082052957119583,0.17059442970939168,0.19282043833301293,0.23311413983305307,3245.506556817017,226.41131227879762,23.138595839989925,13.604644681789408,18.69593768169886,18.655760873492476,20.140248836147258,15.911670102214906,15.68705944681088,5.272144859062206,3.3532241927094733,4.986411235414943,4.385384639458815,3.7550518899460905,2.0220910920824164,1.572979984143612,7871.131122295673,914.771492260539,-99.78023587293193,43.194136983444615,33.954339701710296,28.36034237680278,11.439478449862202,2.5914244590797986,-5.919876857319963,7.378685655290927,0.8290152570941671,6.954983010083599,2.666409646172304,1.8422969745149944,53.66969103048783,26.06710099707261,23.968958206779376,22.01675487393177,12.869178473365913,12.41502164303665,11.785382074527206,9.374950035998843,7.217809953145568,9.73401604625417,8.505553456720495,7.18160854800528,pop
